facility_code,DHIS2 UID,Hims code,facility_name,admin1,admin2,Constituency,Ward,zone,Location,facility_type,ownership_detail,status,Mobility status,Accesibility,catchment_population,Catchment population cso,Number of households,latitude,longitude,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
4668,NA,40060082,Yamba Yamba Health Post,Luapula,Mansa,Bahati,Misakalala,NA,Rural,Health Post,Public,Functional,Fixed,Open,3114,NA,NA,-10.937682,29.078985,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003528,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4674,NA,NA,Nyakolwe Health Post,Eastern,Nyimba,Nyimba,Chinsimbwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,1524,1445,351,-14.12785,30.693138,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003529,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4238,WGpYeOTPEq2,50060067,Crossroads Medical Centre,Lusaka,Lusaka,Kanyama,Harry Mwaanga Nkumbula,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.431907,28.25883,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003530,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4504,NA,50060350,ABACUS MEDICAL SERVICES,Lusaka,Lusaka,Kanyama,Munkolo,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,23970,NA,-15.5114488,28.2601389,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003531,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4230,D39pMWAMjMo,50060353,Copper Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.400524,28.291997,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003532,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4273,Zey5pEzFpNU,50060113,Healfast Medical Centre - Chawama,Lusaka,Lusaka,Chawama,NKoloma,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3875238,28.3228052,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003533,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4571,NA,50060389,Royal Hospital Limited,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,3rd Level Hospital,Private,Functional,Fixed,Open,NA,NA,NA,-15.4104764,28.3097045,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003534,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4297,YFEOhZZshVQ,50060390,Ruth Kaluluma Memorial Medical Centre,Lusaka,Lusaka,Kanyama,Munkolo,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4883912,28.2439821,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003535,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4600,NA,50060401,Carepeak Specialist Clinic,Lusaka,Lusaka,Lusaka Central,Silwizya,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4092891,28.2966719,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003536,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4483,NA,NA,Great North Academy Rehab Centre,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Health Centre,Private,Permanent closure,Fixed,Open,NA,NA,NA,-15.465473,28.349428,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003537,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4342,NA,50060236,Planned Parenthood Association (PPAZ) Clinic- Lusaka,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.415495,28.2925402,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003538,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4632,NA,50060405,ALPINE HEALTH CENTRE,Lusaka,Lusaka,Kabwata,Libala,NA,Urban,Health Centre,Private,Functional,Mobile,Open,NA,NA,NA,-15.4574023,28.3169714,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003539,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4617,NA,NA,BAKWETU DENTAL CARE,North-Western,Solwezi,Solwezi Central,Kamalamba,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-12.188056,26.422669,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003540,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4626,NA,20040113,Chamboli Level 1 Hospital,Copperbelt,Kitwe,Wusakile,Chamboli,NA,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,"265,390",NA,-12.856581,28.2288427,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003541,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4629,NA,50060403,TWIN PALMS CLINIC AND ARTHRITIS CARE CENTRE,Lusaka,Lusaka,Lusaka Central,Kabulonga,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4253094,28.3462203,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003542,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4631,NA,70 40 0037,Kakikasa Health Post,North-Western,Mufumbwe,Mufumbwe,Kalambu,NA,Rural,Health Post,Public,Functional,Fixed,Open,1800,1195,199,-13.168256,25.01074,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003546,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4628,NA,50060401,WOODLANDS SPECIALIST CLINIC AND WELLNESS,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4407298,28.3462528,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003547,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4634,NA,20040114,Hillbengrace Medical Centre,Copperbelt,Kitwe,Kwacha,Lubwa,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.826991,28.215737,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003548,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4630,NA,50060404,Mars Clinic - Olympia,Lusaka,Lusaka,Mandevu,Mulungushi,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4073584,28.2993011,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003549,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2415,NA,20040056,Mindolo Ecumenical Fellowship Health Post,Copperbelt,Kitwe,Nkana,Mindolo,NA,Urban,Health Post,Private,Functional,Fixed,Open,NA,NA,NA,-12.77959,28.18377,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003550,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4652,NA,20060006,Kashininkisha Rural Health Post,Copperbelt,Lufwanyama,Lufwanyama,Lufwanyama,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,NA,NA,-12.5342,27.3445,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003551,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4646,NA,20040115,Trinity Care Medical Centre,Copperbelt,Kitwe,Chimwemwe,Itimpi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-12.830109,28.211126,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003552,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4645,NA,50060407,Crown Dental Clinic - Munali,Lusaka,Lusaka,Munali,Munali,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3721458,28.3451577,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003553,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4644,NA,50060406,Extend Care and Consultancy Ltd,Lusaka,Lusaka,Lusaka Central,Kabulonga,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4283498,28.3558155,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003554,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2337,agMt1bXC7Cb,200100053,Nalwange Family Clinic,Copperbelt,Ndola,Ndola Central,Fibobe,NA,Urban,Health Centre,Private,Functional,Fixed,Restricted,567,NA,NA,-12.93662839,28.61359051,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003556,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4637,NA,20030033,Kalulushi Healthlane Medical Centre,Copperbelt,Kalulushi,Kalulushi,Kalanga,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.8302491,28.0858085,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003557,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4307,NA,50060264,St. Clare Mission Clinic,Lusaka,Lusaka,Kanyama,Munkolo,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.46921,28.22249,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003559,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4642,NA,20090053,Sunbright Medical Consultancy,Copperbelt,Mufulira,Kantanshi,Mupambe,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.5464692,28.2544155,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003560,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4643,NA,60080036,Mulema Sampa Health Post,Northern,Mungwi,Malole,Mfinshe,NA,Rural,Health Post,Public,Functional,Fixed,Open,4875,3744,813,-10.475542,31.723639,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003561,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4648,NA,299100002,SRA medical centre,Copperbelt,Ndola,Ndola Central,Kanini,Chamakubi Zone,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.972294,28.631439,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003562,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4647,NA,200100003,Health view,Copperbelt,Ndola,Ndola Central,Kanini,Chamakubi Zone,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.966568,28.639562,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003563,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4670,NA,50060413,Venus Centre,Lusaka,Lusaka,Lusaka Central,NA,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.4373653,28.3584132,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003564,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4363,NA,50060412,Covenant Dental Solutions Limited,Lusaka,Lusaka,Lusaka Central,Silwizya,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4023159,28.284002,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003565,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4660,NA,50060409,Bivumba  Memorial Clinic,Lusaka,Lusaka,Lusaka Central,Lubwa,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.436058,28.341385,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003566,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4669,NA,40110052,Luame Health Post,Luapula,Samfya,Bangweulu,Musaba,NA,Rural,Health Post,Public,Functional,Fixed,Open,5782,NA,NA,-11.9474372,29.4813895,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003567,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4661,NA,20060026,Kagem Mine Clinic,Copperbelt,Lufwanyama,Lufwanyama,Bulaya,NA,Rural,Health Post,Private,Functional,Fixed,Restricted,NA,NA,NA,-13.089771,28.128418,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003568,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4662,NA,20060036,Grizzly Mine Clinic,Copperbelt,Lufwanyama,Lufwanyama,Mukumbo,NA,Rural,Health Post,Private,Functional,Fixed,Restricted,NA,NA,NA,-13.097837,28.107128,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003569,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4665,NA,50060410,Zambia Air Force Hospital,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-15.4117341,28.3253011,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003570,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4673,NA,80300026,Mauluzhi Rural Health Post,Southern,Itezhi-Tezhi,NA,NA,NA,Rural,Health Post,Public,Functional,Mobile,Open,2100,1529,710,-15.383788230898,26.882783070831,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003571,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4666,NA,50060411,South Point Clinic - Manda Hill,Lusaka,Lusaka,Mandevu,Mulungushi,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.3941081,28.3122806,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003573,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4672,NA,80060047,Mosi-Ou-Tunya Private Clinic and Diagnostic Centre,Southern,Livingstone,Livingstone,Freedom,Chamakubi Zone,Rural,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-17.83761756688,25.842423931389,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003574,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4675,NA,80300027,Sunview Medical Centre,Southern,Itezhi-Tezhi,Itezhi-Tezhi,Masemu,NA,Peri-Urban,Others,Private,Functional,Fixed,Open,NA,NA,NA,-15.734094741046,26.030924216537,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003575,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4659,NA,50060408,Claradens Dental Clinic,Lusaka,Lusaka,Munali,Munali,NA,Urban,Dental clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3580098,28.3614691,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003576,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4671,NA,50060414,Langiza Chikondi Clinic,Lusaka,Lusaka,Munali,Mtendere,NA,Urban,Fertility clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3860901,28.361757,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003578,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4677,NA,NA,Chinthimbe Health Post,Eastern,Lumezi,Lumezi,Kazembe,NA,Rural,Health Post,Public,Functional,Fixed,Open,2659,2420,NA,-12.198287,32.610333,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003580,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4658,NA,NA,Fishikwa Health Post,Luapula,Milenge,Milenge,Fishikwa,NA,Rural,Health Post,Public,Functional,Fixed,Open,1659,NA,NA,-11.61402,29.13252,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003582,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4657,NA,60040026,Kansansa Rural Health Post,Northern,Luwingu,Lubansenshi,Mwela Wamangu,NA,Rural,Health Post,Public,Functional,Fixed,Open,2201,2109,355,-10.511111,29.996635,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003583,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4688,NA,50060415,Sancho Medical Services Limited,Lusaka,Lusaka,Mandevu,Roma,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.3460031,28.328805,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003586,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3570,NA,70030032,Enock Kavindele Mini Hospital,North-Western,Kabompo,Kabompo,Kamafwafwa,NA,Rural,Health Centre,Public,Functional,Fixed,Open,5010,4004,520,-13.57382,24.24074,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003587,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4696,NA,70090032,Kanyikochi Health Post,North-Western,Mwinilunga,Mwinilunga,Sailunga,Chamakubi Zone,Rural,Health Post,Public,Functional,Fixed,Open,2810,NA,427,-11.758514,24.95393,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003590,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4694,NA,70090034,Matonchi Health Post,North-Western,Mwinilunga,Mwinilunga,Mulumbi,Chamakubi Zone,Rural,Health Post,Public,Functional,Fixed,Open,4094,NA,622,-11.880177,24.36358,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003592,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1870,t7HJCpi4Y8x,90010018,Mutaa Health Post,Western,Kalabo,Liuwa,Upangoma,NA,Rural,Health Post,Public,Functional,Fixed,Open,1281,1159,NA,-14.37631963,28.15097508,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003594,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4690,NA,30080036,Mnendwe,Eastern,Sinda,Kapoche,Kapoche,NA,Rural,Health Post,Public,Functional,Mobile,Open,2307,NA,632,-14.27732,31.73216,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003597,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2487,NA,20040077,Nkana East Urban Health Center,Copperbelt,Kitwe,Kwacha,Lubwa,NA,Urban,Health Centre,Public,Functional,Fixed,Open,8062,8115,NA,-12.82278,28.22952,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003598,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3711,NA,10060024,Mpunde Rural Health Center,Central,Kapiri-Mposhi,Kapiri-Mposhi,Imansa,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"19,845",NA,-14.20937,28.22747,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003599,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1907,MXgYXjXv0Xl,10050009,Chitakata B Health Post,Central,Kabwe,Bwacha,Muwowo East,NA,Urban,Health Post,Public,Functional,Fixed,Open,NA,2292,NA,-14.0487,28.34675,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003600,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2080,TalzGi3NZdo,20080019,Munkumpu Rural Health Centre,Copperbelt,Mpongwe,Mpongwe,Munkumpu,NA,Rural,Health Centre,Private,Functional,Fixed,Open,3283,2912,NA,-13.5888,27.81493,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003601,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3730,bf2ELSWtxaE,10060028,Mutaba Rural Health Centre,Central,Kapiri-Mposhi,Kapiri-Mposhi,Mushimbili,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"6,032",NA,-13.87218,28.666,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003603,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3278,LlrP8fstjfM,80030004,Chipepo Rural Health Centre,Southern,Gwembe,Gwembe,Chibuwe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,4724,5696,538,-15.91445,28.80409,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003604,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3783,NA,NA,Mukubwe Rural Health Center,Central,Ngabwe,Lufubu,Mukubwe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,7841,NA,-13.89831,27.74686,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003605,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3301,BF5pTUBCZSZ,40080011,Pembe Health post,Luapula,Mwansabombwe,Mwansabombwe,Pembe,NA,Rural,Health Post,Public,Functional,Fixed,Open,4867,3990,813,-9.856113,28.765692,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003606,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2548,dPsdAwpfGLr,20020033,Nchanga North Referral Hospital,Copperbelt,Chingola,Nchanga,Nchanga,NA,Urban,2nd Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-12.52441,27.86037,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003607,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1423,WnmrKYPWi2Y,50040018,Mugurameno Health Post,Lusaka,Kafue,Kafue,Kambale,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,"3,798",NA,-15.8316,29.1077,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003615,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3291,fuXcgN5t0PI,40080008,Chitipa Health post,Luapula,Mwansabombwe,Mwansabombwe,Lufubu,NA,Rural,Health Post,Public,Functional,Fixed,Open,1400,710,291,-9.612673,29.005875,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003616,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1618,NA,50010005,Kazimva Rural Health Center,Lusaka,Chilanga,Chilanga,Nyemba,NA,Rural,Health Post,Public,Functional,Fixed,Open,42724,16452,NA,-15.3748,28.201,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003617,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3890,NA,50060140,Kaunda Square Health Centre,Lusaka,Lusaka,Munali,Munali,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,63391,17284,-15.37256,28.3513,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003618,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1570,NA,50060117, Health Shield Medical Services,Lusaka,Lusaka,Mandevu,Ngwerere,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.35252,28.307301,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003619,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1611,XWbUIccnUzo,50010006,Kris Katumba Health Post,Lusaka,Chilanga,Chilanga,Nakachenje,NA,Rural,Health Post,Public,Functional,Fixed,Open,12714,6484,NA,-15.41721,28.1167,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003621,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1623,bOo3kXTQfvT,50010028,Sekelela Health Post,Lusaka,Chilanga,Chilanga,Nyemba,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,1705,NA,-15.36502,28.134576,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003623,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1642,NA,50010021,ZNS Safari Health Post,Lusaka,Chilanga,Chilanga,Namalombwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,NA,NA,-15.37211,28.18836,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003624,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3356,CIRB8Sovxcg,55050004,Lubunga Rural Health Centre,Muchinga,Lavushi Manda,Mfuwe,Mupamodzi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7036,"7,344",NA,-12.8003,31.0175,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003625,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3347,BZdlIdamzuY,55050004,Lukulu Rural Health Centre,Muchinga,Lavushi Manda,Mfuwe,Chikanda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,9311,"8,814",NA,-12.826092120976,30.86901620636,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003626,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3336,zpQhJBUzrZD,55050009,Muwele Rural Health Centre,Muchinga,Lavushi Manda,Mfuwe,Lukulu,NA,Rural,Health Centre,Public,Functional,Fixed,Open,12152,10163,NA,-11.9843,30.3673,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003627,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2632,eNAMPnAtrW5,55050006,Mabonga Health Post,Muchinga,Lavushi Manda,Mfuwe,Chikanda,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,NA,727,-11.9843,30.3673,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003628,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3386,NA,55070016,Mpika Urban Health Center,Muchinga,Mpika,Mpika,Musakanya,NA,Urban,Health Centre,Public,Functional,Fixed,Open,21153,18163,NA,-11.836696062237,31.454503265047,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003629,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3194,mpSpiOBIDEl,55030012,Muyeleka Health Post,Muchinga,Isoka,Isoka,Luangwa,NA,Rural,Health Post,Public,Functional,Fixed,Open,1389,1910,269,-10.156803620347,33.048707841768,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003630,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3419,vIGoufkybpb,55030002,Isoka District Hospital,Muchinga,Isoka,Isoka,Kasoka,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-10.1619,32.62945,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-003631,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
