facility_name,facility_code,Old Facility Code,admin1,Sub-District,Constituency,facility_type,latitude,longitude,Telephone,Urban or Rural,Always Open,status,Publication Status,Catchment Area,Updated,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Sepako Health Post,370657-9,12-4-16,Tutume,Tutume,NATA-GWETA,Health Post,-19.865742,26.49178,+267 2470067,Rural,FALSE,OPERATIONAL,PUBLISHED,2000,2023-04-05T12:10:36Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Integral Medical Center,86458-7,NA,Lobatse,Lobatse,LOBATSE,Individual practitioner,-25.228202,25.6684922,5300238,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-16T09:15:55Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matsha Medical Center,226320-0,NA,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Individual practitioner,-26.0222219,22.4000585,2676540244,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-01T06:09:37Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
YOUR CHEMIST,69298-8,NA,South East,South East,GABORONE CENTRAL,Individual practitioner,-24.66255,25.90511,3974111,NA,FALSE,OPERATIONAL,PUBLISHED,YOURCHEMIST,2025-05-26T08:42:45Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ORISTONE MEDICAL CLINIC,204899-9,551,Lobatse,NA,NA,Individual practitioner,-24.9791745,25.3359064,+267 71669668,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dental Hub,306748-5,736,South East,NA,NA,Group practice,-24.6604436,25.923391,+267 3187178,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
First Care Pharmacy,105245-5,NA,Palapye,Palapye,PALAPYE,Individual practitioner,-22.542937,27.087811,4921158,Rural,FALSE,OPERATIONAL,PUBLISHED,"palapye, mahalapye, serowe, serule,",2023-05-09T09:10:57Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oristone Medical Clinic,100478-7,NA,Kanye,Kanye,KANYE SOUTH,Individual practitioner,-24.978584,25.336013,267 71670993,Rural,FALSE,OPERATIONAL,PUBLISHED,300,2023-05-16T12:14:42Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Barakat Medical Centre,663045-3,NA,Kgatleng,Kgatleng,MOCHUDI EAST,Individual practitioner,-24.622921,26.123422,74001528,Rural,FALSE,OPERATIONAL,PUBLISHED,3980,2023-04-28T07:46:39Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
REAL TRADE(PTY)LTD,121836-1,NA,Tutume,Tutume,NATA-GWETA,Individual practitioner,-20.563086,26.222818,6213533,Rural,TRUE,PERMANENTLY_CLOSED,PUBLISHED,1000,2023-05-11T05:44:39Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lobone clinics,826083-8,NA,Greater Gaborone,Greater Gaborone,GABORONE BONNINGTON NORTH,Individual practitioner,-24.65339,25.90365,77575267,Urban,FALSE,OPERATIONAL,PUBLISHED,Gaborone,2023-05-31T12:23:12Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PHYSIO HUB,127545-2,586,Greater Gaborone,NA,NA,Group practice,-24.658651,25.900505,+267 73534086,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4 EYES OPTOMETRIST,946994-1,NA,Kgatleng,Kgatleng,MOCHUDI EAST,Individual practitioner,-24.394279,26.145249,+267 3914556 / 77791340,Rural,FALSE,OPERATIONAL,PUBLISHED,720,2023-06-13T06:13:58Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
NEW DAY MEDICAL CENTRE,711463-0,NA,South East,South East,GABORONE CENTRAL,Individual practitioner,-24.64357,25.88481,3917206,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-26T09:19:59Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PHARMA HUB,622375-4,565,Greater Gaborone,NA,NA,Individual practitioner,-24.6724096,25.9822632,+267 3117848,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PHYSIOTHERAPY PRIVATE PRACTICE,251139-2,589,Greater Gaborone,NA,NA,Individual practitioner,-24.65269583,25.92002187,+267 3958070,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PROGRESSIVE PHYSIOTHERAPY CLINIC,412231-3,613,NA,NA,NA,Group practice,-21.1746816,27.5218432,+267 2416284,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phemo Clinic,523110-5,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.65362,25.90458,+26777653351,Urban,FALSE,OPERATIONAL,PUBLISHED,10000,2023-05-31T13:58:01Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Natural Dent Dental Clinic,772967-6,NA,Palapye,Palapye,PALAPYE,Private Hospital,-22.5514872,27.1147095,4924727,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-02T14:15:56Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lorato Medical Centre,675371-9,NA,Kweneng West,Kweneng West,LETLHAKENG-LEPHEPE,Individual practitioner,-24.087166,25.029347,5943091,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-01T08:15:29Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Afiya Health and Dietetic Consultants,249496-1,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.62920523085777,25.933926958936848,3685627,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-01T18:02:27Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PY Chem Pharmacy- Junction Branch,690762-0,NA,Palapye,Palapye,PALAPYE,Individual practitioner,-22.556088,27.133544,492 1210,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-21T12:26:40Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
The pan Clinic,903009-9,NA,Tutume,Tutume,NATA-GWETA,Individual practitioner,-20.563086,26.222818,621 4135,Rural,TRUE,PERMANENTLY_CLOSED,PUBLISHED,1000,2023-05-11T05:29:25Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diagnofirm (Pty)Ltd,969668-3,20459,Greater Gaborone,NA,NA,Individual practitioner,-19.939328,23.4979328,+267 3950007,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pharma-direct Phamarcy,690786-9,20751,Kweneng East,NA,NA,Individual practitioner,-24.6382592,25.8998272,+267 75045934,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Victorious Living Medical Clinic,682703-4,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.6481,25.90593,+26776050249,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-06-19T07:50:48Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
GHANZI PHARMACY,713867-0,NA,Ghanzi,Ghanzi,GHANZI NORTH,Individual practitioner,-21.695387,21.652712,6596120,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-03T05:43:40Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ELRAPHAH MEDICAL CENTRE,565992-5,NA,Kweneng West,Kweneng West,LETLHAKENG-LEPHEPE,Individual practitioner,-24.108105,25.030058,5940111,Rural,FALSE,OPERATIONAL,PUBLISHED,LETLHAKENG,2025-06-04T09:55:09Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Botswana Gender Based Violence Prevention and Support Centre,27062-9,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Private Hospital,-24.6349155,25.918358,3907659,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-28T10:08:53Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pharma Lulu,709064-0,20601,Greater Gaborone,NA,NA,Individual practitioner,-24.6284288,25.9227648,+267 3182767,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Botsogo Medical Clinic,792976-3,20095,Kgatleng,NA,NA,Individual practitioner,-24.6317056,25.9260416,+267 5729413,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kubung Health Post,810131-3,01-4-04,Ngami,NA,MAUN EAST,Health Post,-20.026518,23.427063,+267 6862543,urban,FALSE,OPERATIONAL,PUBLISHED,705,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PHAKALANE MEDICAL CENTER,962439-6,NA,Greater Gaborone,Greater Gaborone,GABORONE NORTH,Individual practitioner,-24.560997,25.966156,3974949,Urban,FALSE,OPERATIONAL,PUBLISHED,3000,2023-05-24T12:09:41Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bagaetsho Medical Centre,605931-5,NA,Jwaneng,Jwaneng,JWANENG-MABUTSANE,Individual practitioner,-24.600867,24.729954,2675887090,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-16T12:35:09Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
T&T Pharmacy Services (pty)LTD,272944-0,20719,Greater Gaborone,NA,NA,Individual practitioner,-24.6349824,25.8998272,+267 3117202,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matlhare Clinics,714083-3,NA,Kanye,Kanye,KANYE SOUTH,Individual practitioner,-24.977556,25.339935,5440428,Rural,FALSE,OPERATIONAL,PUBLISHED,100,2023-05-22T07:49:47Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
LETLHAKANE PHARMACY,894865-5,NA,Boteti,Boteti,BOTETI EAST,Individual practitioner,-21.41125,25.57848,2976933,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T13:17:07Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SOLSHA PHYSIOCARE,431665-9,691,South East,South East,RAMOTSWA,Individual practitioner,-24.8777211,25.8710386,+267 5381005/75006776,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T10:18:05Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Multicare (pty)Ltd T/A Rose Dental,197971-5,20812,Greater Gaborone,NA,NA,Individual practitioner,-24.69409617,25.87991469,+267 3117576,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Medi-Glow Aesthetics,4405-7,NA,Greater Gaborone,Greater Gaborone,GABORONE SOUTH,Individual practitioner,-24.67123,25.92955,71642681,Urban,FALSE,OPERATIONAL,PUBLISHED,2160,2023-05-30T13:53:24Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
AO Clinic Mochudi,324142-9,NA,Kgatleng,Kgatleng,MOCHUDI EAST,Individual practitioner,-24.399249,26.148131,+267 5710028,Rural,FALSE,OPERATIONAL,PUBLISHED,5400,2023-05-15T11:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
OK CHEMIST-KANYE,913246-5,525,Kanye,Kanye,KANYE SOUTH,Individual practitioner,-24.982247,25.343318,+267 5444100,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T09:23:11Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SANDY SPRINGS (PTY)Ltd,684175-3,667,Greater Gaborone,NA,NA,Individual practitioner,-24.65820344,25.90095319,+267 3181862,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
V.I.P DENTAL CARE,406062-0,798,Greater Gaborone,NA,NA,Individual practitioner,-24.66078618,25.92894248,+267 3170333,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
CARE & HOPE MEDICAL CLINIC,471424-2,110,Kweneng East,NA,NA,Poly Clinic,-24.6773565,25.5576201,+267 5999987,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Disaneng Clinic,301537-7,01-3-18,Ngami,Ngami,MAUN EAST,Clinic,-19.994057,23.474589,+267 6840347,urban,FALSE,OPERATIONAL,PUBLISHED,815,2023-01-18T13:20:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Central Clinic,764799-3,111,Greater Gaborone,NA,NA,Individual practitioner,-24.6616365,25.8966946,+267 3181758,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
LEFKARA DENTAL SPA,913749-8,387,Greater Gaborone,NA,NA,Individual practitioner,-24.569588,25.974458,+267 3111144,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Medi-Perfect Pharmacy - Kgabo Mall,528225-6,NA,Kgatleng,Kgatleng,MOCHUDI WEST,Individual practitioner,-24.406865,26.106151,+267 5729833,Rural,FALSE,OPERATIONAL,PUBLISHED,6000,2023-05-10T13:26:06Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BPM ORAL & DENTAL CARE CLINIC,732076-5,100,South East,NA,NA,Individual practitioner,-24.6284288,25.9227648,+267 3933184,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Independence Surgery,669128-1,20796,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Day care center,-24.65312,25.92118,+267 3953424,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-04T12:45:19Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dr Saima Surgery,583489-0,210,Greater Gaborone,NA,NA,Individual practitioner,-24.64288345,25.92088181,+267 3181759,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Masa Family Clinic,860796-2,NA,Serowe,Serowe,SEROWE NORTH,Individual practitioner,-22.38792003715546,26.703849164869485,77691039,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2025-06-04T09:33:50Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gaborone Private Hospital,873208-3,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Private Hospital,-24.6287148,25.9337927,3685700/3685766,NA,TRUE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:01:06Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsarona Eye Specialist Services,24528-2,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.6602,25.9258,3973345/6,Urban,FALSE,OPERATIONAL,PUBLISHED,50000,2023-06-23T09:03:54Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ELIM MEDICAL CENTRE,697359-8,224,South East,NA,NA,Individual practitioner,-24.628201,25.9346463,+267 3117991,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
THE CHEMIST PLUS,570658-5,733,Lobatse,NA,NA,Individual practitioner,-24.9880739,25.3430088,+267 5441341,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ENDOCRINE & DIABETS CARES,769114-0,229,Greater Gaborone,NA,NA,Individual practitioner,-24.6201588,25.9005448,+267 3709534,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
EXCLUSIVE DENTAL CLINIC,473791-2,238,South East,NA,NA,Individual practitioner,-24.6588,25.9162,+267 3101011,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SONOCARE SCANNING CENTRE,949787-6,25,Greater Gaborone,NA,NA,Individual practitioner,-24.6279238,25.9345957,+267 3914988,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ultra Care Clinic,386841-1,NA,Kgatleng,Kgatleng,MOCHUDI WEST,Individual practitioner,-24.4064,26.10667,73969144,Rural,FALSE,OPERATIONAL,PUBLISHED,4800,2023-04-28T08:42:45Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
North West Family Health Centre,358521-3,255,Ngami,NA,NA,Individual practitioner,-19.9935254,23.4166898,+267 6800093,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ALEMAYEHU G.B SURGICAL CENTRE,701071-3,27,South East,NA,NA,Individual practitioner,-24.6588581,25.9004018,+267 3115757,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
FRIENDS PHARMACY,170684-5,271,Greater Gaborone,NA,NA,Individual practitioner,-24.6201858,25.8846547,+267 3102372,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
HAVELE HOLDING PHYSIO,266757-4,307,Kweneng East,NA,NA,Private Hospital,-24.5798419,25.840643,+267 3694471,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Riverside Hospital Dialysis Clinic,973763-6,NA,Palapye,Palapye,PALAPYE,Private Hospital,-21.1629820608,27.5135529041,4924832,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-28T13:52:07Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BABA MEDICAL CENTER,716694-5,NA,Greater Gaborone,Greater Gaborone,GABORONE SOUTH,Individual practitioner,-24.67622,25.935669999999998,3960484,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-16T12:01:03Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bokaa Clinic,889361-2,05-3-01,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Clinic,-24.401446,25.541639,+267 5920317,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-26T09:05:26Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
My Chemist (Pharmacy),586431-9,NA,Kgatleng,Kgatleng,MOCHUDI EAST,Individual practitioner,-24.392877,26.139514,+267 5777213,Rural,FALSE,OPERATIONAL,PUBLISHED,6500,2023-05-11T11:35:12Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
