ï»¿facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin2,admin1,Telephone,status
The Eye Spot,804105-5,Private Hospital,PRIVATE,-21.975497,27.842542,Phikwe,Greater Phikwe,2611910,OPERATIONAL
The Health - Haven Medical Centre,874777-6,Individual practitioner,PRIVATE,-25.22836,25.67361,Lobatse,Greater Lobatse,75658000,OPERATIONAL
The Medical Plaza,703564-5,Poly Clinic,PRIVATE,-25.22308,25.6696,Lobatse,Greater Lobatse,5330625,OPERATIONAL
The Orthodontic Centre PTY LTD,758046-7,Individual practitioner,PRIVATE,-24.6891768,25.8848852,Greater Gaborone,Greater Gaborone,+267 3186527,OPERATIONAL
The Village Surgery,620538-9,Poly Clinic,PRIVATE,-24.6022144,25.9096576,Greater Gaborone,Greater Gaborone,+267 3117864,OPERATIONAL
The pan Clinic,903009-9,Individual practitioner,PRIVATE,-20.563086,26.222818,Tutume,Tutume,621 4135,PERMANENTLY_CLOSED
Thebephatshwa AirBase,680155-9,Primary Hospital,GOVERNMENT,-24.24461,25.33226,Kweneng West,Kweneng,3665431,OPERATIONAL
Themashanga Clinic,274686-5,Clinic,GOVERNMENT,-20.801292,27.557104,North East,North East,+267 2488218,OPERATIONAL
Thini Clinic,470942-4,Clinic,GOVERNMENT,-20.500726,26.999237,Tutume,Tutume,+267 2987741,OPERATIONAL
Thipe Dental Clinic,605307-8,Group practice,PRIVATE,-24.673306,25.543427,Kweneng East,Kweneng,5999720,OPERATIONAL
Thito Health Post,604111-5,Health Post,GOVERNMENT,-20.012341,23.406344,Ngami,Ngami,+267 6861018,OPERATIONAL
Tirelo Motseonageng Clinic,437590-3,Clinic,GOVERNMENT,-24.095454,24.531212,Kweneng West,Kweneng,+267 5932328,OPERATIONAL
Tlhalogang Health Post,703810-2,Health Post,GOVERNMENT,-21.075121,27.358535,Greater Francistown,Greater Francistown,+267 2410030,OPERATIONAL
Tlhareseleele Health Post,449269-0,Health Post,GOVERNMENT,-25.47016,25.616918,Goodhope,Greater Lobatse,+267 5407674,OPERATIONAL
Tlhatlogong Medical Clinic,951474-6,Individual practitioner,PRIVATE,-23.67314,22.7962,Kgalagadi North,Kgalagadi North,73784690,OPERATIONAL
Tlhokomelo Psychological Clinic,843454-0,Individual practitioner,PRIVATE,-24.63541,25.92859,Greater Gaborone,Greater Gaborone,74532906,OPERATIONAL
Tloaneng Health Post,540164-1,Health Post,GOVERNMENT,-24.66605,25.80049,Kweneng East,Greater Gaborone,+267 3960145,OPERATIONAL
Tlokweng Main Clinic,991139-7,Clinic,GOVERNMENT,-24.667312,25.957463,Greater Gaborone,Greater Gaborone,+267 3928228,OPERATIONAL
Tlokweng Pharmacy,188196-0,Individual practitioner,PRIVATE,-24.6758806,25.9664733,South East,Greater Gaborone,3132223,OPERATIONAL
Tobane Health Post,878856-4,Health Post,GOVERNMENT,-21.904243,28.043809,Phikwe,Greater Phikwe,+267 2615576,OPERATIONAL
Tobela Clinic,210240-8,Clinic,GOVERNMENT,,,Mahalapye,Mahalapye,,PENDING
Tonota Clinic,827088-6,Clinic with Maternity,GOVERNMENT,-21.441143,27.457372,Greater Francistown,Greater Francistown,+267 2484218,OPERATIONAL
Topisi Health Post ,921369-5,Clinic,GOVERNMENT,-22.419484,27.400149,Palapye,Serowe/Palapye,+267 4928407,OPERATIONAL
Toro Clinic,807112-8,Individual practitioner,PRIVATE,-22.560513,27.081601,Palapye,Serowe/Palapye,492 4763,OPERATIONAL
Toromoja  Health Post,328148-2,Health Post,GOVERNMENT,-21.069479,24.568981,Boteti,Boteti,+267 2975098,OPERATIONAL
Toteng Health Post,994083-4,Health Post,GOVERNMENT,-20.360408,22.956356,Ngami,Ngami,+267 6872053,OPERATIONAL
Trusted Care Medical Centre,160961-9,Individual practitioner,PRIVATE,-22.38932967,26.70342467,Serowe,Serowe/Palapye,+267 4600957,OPERATIONAL
Tsabong Clinic ,395933-5,Clinic,GOVERNMENT,-25.999835,22.407814,Kgalagadi south,Kgalagadi South,+267 6540038,OPERATIONAL
Tsabong Primary Hospital,163606-7,Primary Hospital,GOVERNMENT,-26.023748,22.399752,Kgalagadi south,Kgalagadi South,+267 6540235,OPERATIONAL
Tsabong Unified Secondary School,783299-1,Health Post,GOVERNMENT,-26.038334,22.413653,Kgalagadi south,Kgalagadi South,6540235,OPERATIONAL
Tsamaya Clinic,159292-2,Clinic with Maternity,GOVERNMENT,-20.836992,27.627205,North East,North East,+267 2488205,OPERATIONAL
Tsarona Eye Specialist Services,24528-2,Individual practitioner,PRIVATE,-24.6602,25.9258,Greater Gaborone,Greater Gaborone,3973345/6,OPERATIONAL
Tsau Clinic,762953-8,Clinic with Maternity,GOVERNMENT,-20.168088,22.456916,Ngami,Ngami,+267 6871010,OPERATIONAL
Tsetsebjwe Clinic,461911-0,Clinic with Maternity,GOVERNMENT,-21.99116,28.429727,Bobirwa,Greater Phikwe,+267 2646233,OPERATIONAL
Tsetseng Health Post,687580-1,Health Post,GOVERNMENT,,,Kweneng East,Kweneng,+267 5960277,OPERATIONAL
Tshane Health Post,758986-4,Health Post,GOVERNMENT,-24.020721,21.86909,Kgalagadi North,Kgalagadi North,+267 5810261,OPERATIONAL
Tshepo Medical Centre,888181-5,Individual practitioner,PRIVATE,-25.22576,25.66915,Lobatse,Greater Lobatse,5300350,OPERATIONAL
Tshesebe Clinic,550673-8,Health Post,GOVERNMENT,-20.726976,27.582452,North East,North East,+267 2489215,OPERATIONAL
Tshidilamolomo Clinic ,965830-3,Clinic,GOVERNMENT,-25.810391,24.686555,Goodhope,Greater Lobatse,+267 5487212,OPERATIONAL
Tshimologo Clinic,757731-5,Clinic,GOVERNMENT,-24.603031,24.72407512,Jwaneng,Southern,+267 5883872,OPERATIONAL
Tshimoyapula Health Post,165266-8,Health Post,GOVERNMENT,-22.116083,26.924427,Serowe,Serowe/Palapye,4634486,OPERATIONAL
Tshokwe Health Post,947346-3,Health Post,GOVERNMENT,-21.741557,28.114863,Phikwe,Greater Phikwe,+267 2975111,OPERATIONAL
Tshwaane Health Post,803266-6,Health Post,GOVERNMENT,-23.858,23.656119,Kweneng West,Kweneng,+267 5960225,OPERATIONAL
Tshwaane Health Post,365193-2,Health Post,GOVERNMENT,-24.735453,25.249354,Moshupa,Southern,+267 73229769,OPERATIONAL
Tshwaragano Clinic,366872-0,Clinic,GOVERNMENT,-21.14827,27.495606,Greater Francistown,Greater Francistown,+267 2442190,OPERATIONAL
Tsokatshaa Health Post,180702-3,Health Post,GOVERNMENT,-20.041511,25.48489,Tutume,Tutume,+267 2470064,OPERATIONAL
Tsonyane Health Post,902553-7,Health Post,GOVERNMENT,-24.86295,24.83082,Jwaneng,Southern,+267 5810027,OPERATIONAL
Tsopeng Clinic,844338-4,Clinic with Maternity,GOVERNMENT,-25.227739,25.677389,Lobatse,Greater Lobatse,+267 5306212,OPERATIONAL
Tswaanyaneng Health Post,375908-1,Health Post,GOVERNMENT,-25.533428,25.319415,Goodhope,Greater Lobatse,+267 5404620,OPERATIONAL
Tubu Health Post,358673-2,Health Post,GOVERNMENT,-19.356665,22.282141,Okavango,Okavango,73019695,OPERATIONAL
Tumelo Medicare Clinic,831606-9,Private Hospital,PRIVATE,-22.54131,27.0916,Palapye,Serowe/Palapye,4920092,OPERATIONAL
Tutume McConell Clinic,97580-5,Clinic,GOVERNMENT,-20.491572,27.044037,Tutume,Tutume,2987247,OPERATIONAL
Tutume Medical Center,974441-8,Individual practitioner,PRIVATE,-20.489346,27.041418,Tutume,Tutume,2987913,OPERATIONAL
Tutume Pharmacy,904700-2,Individual practitioner,PRIVATE,-20.489346,27.041418,Tutume,Tutume,71634666,OPERATIONAL
Tutume Primary Hospital ,148454-2,Primary Hospital,GOVERNMENT,-20.489979,27.045552,Tutume,Tutume,+267 2987249,OPERATIONAL
UB (Main Campus) Clinic,79831-4,Clinic,GOVERNMENT,-24.658485,25.937288,South East,Greater Gaborone,+267 3550000,OPERATIONAL
ULTRA CARE PHARMACY,59027-3,Individual practitioner,PRIVATE,,,Kgatleng,Kgatleng,267 72897706,OPERATIONAL
UNICHEM PHARMACY,641008-8,Individual practitioner,PRIVATE,-24.65722575,25.91728256,Greater Gaborone,--,+267 3906279,OPERATIONAL
UNIVERSAL FAMILY CLINIC,395705-7,Individual practitioner,PRIVATE,-24.6311588,25.8831774,Kweneng East,--,+267 71429704,OPERATIONAL
UNIVERSAL FAMILY CLINIC,128761-4,Poly Clinic,PRIVATE,-24.405846,25.508883,Kweneng East,Kweneng,5921998,OPERATIONAL
Ukhwi Health Post,120428-8,Health Post,GOVERNMENT,-23.5587177,20.4979214,Kgalagadi North,Kgalagadi North,+267 76875347,OPERATIONAL
Ultimate Physiotherapy ,699501-3,Individual practitioner,PRIVATE,-24.408145,25.513221,Kweneng East,Kweneng,3922240,OPERATIONAL
Ultra Care Clinic,386841-1,Individual practitioner,PRIVATE,-24.4064,26.10667,Kgatleng,Kgatleng,73969144,OPERATIONAL
Ultra care,184725-0,Individual practitioner,PRIVATE,-24.8756987,25.8754166,South East,Greater Gaborone,+267 76302396,OPERATIONAL
Unimed Pharmacy,747164-2,Individual practitioner,PRIVATE,-24.663744,25.982135,South East,Greater Gaborone,3113337,OPERATIONAL
Universal Health Care,689212-9,Individual practitioner,PRIVATE,-22.78602,27.76266,Palapye,Serowe/Palapye,77111547,OPERATIONAL
Universal Health Care,816068-1,Individual practitioner,PRIVATE,-24.6546432,25.903104,Greater Gaborone,--,+267 76125748,OPERATIONAL
Urban Lifestyle,201126-0,Group practice,PRIVATE,-24.673306,25.543427,Kweneng East,Kweneng,5999720,OPERATIONAL
V.I.P DENTAL CARE,406062-0,Individual practitioner,PRIVATE,-24.66078618,25.92894248,Greater Gaborone,--,+267 3170333,OPERATIONAL
VALUE CHAIN NETWORK,432400-0,Individual practitioner,PRIVATE,-24.620302,25.9005543,Greater Gaborone,--,+267 3709528,OPERATIONAL
VICTORIA MEDICAL CENTRE,542996-4,Individual practitioner,PRIVATE,-20.489411,27.04009,Tutume,Tutume,+267 2987598,OPERATIONAL
VISION 20/20 CENTER,1012440-2,Individual practitioner,PRIVATE,-21.1710835,27.5121047,--,--,+267 73326351,OPERATIONAL
VISION OPTICAL CENTRE,900725-3,Individual practitioner,PRIVATE,-24.6437,25.9112,Greater Gaborone,Greater Gaborone,+267 3913013,OPERATIONAL
Vaalhoek Health Post,141441-6,Health Post,GOVERNMENT,-26.867508,20.708833,Kgalagadi south,Kgalagadi South,+267 6511119,OPERATIONAL
Victorious Living Medical Clinic,682703-4,Individual practitioner,PRIVATE,-24.6481,25.90593,Greater Gaborone,Greater Gaborone,26776050249,OPERATIONAL
Vitality,167969-5,Private Hospital,PRIVATE,-24.390198,25.485768,Kweneng East,Kweneng,595880,OPERATIONAL
WOMENS HEALTH CENTRE,125093-5,Individual practitioner,PRIVATE,-24.9953,23.4181,Ngami,--,+267 6864950,OPERATIONAL
WRIGHTWAY'S DENTAL SERVICES,1098164-5,Individual practitioner,PRIVATE,-24.65515005,25.92898735,Greater Gaborone,--,+267 3973736,OPERATIONAL
Wapula Medical Centre,206058-0,Individual practitioner,PRIVATE,-22.38754,26.71077,Serowe,Serowe/Palapye,4630592,OPERATIONAL
Weighbridge Clinic,521057-0,Clinic,GOVERNMENT,-17.821451,25.203709,Chobe,Chobe,+267  6250799,OPERATIONAL
Wellbeing Physiotherapy and Sports Injury Clinic,552739-5,Individual practitioner,PRIVATE,-23.1103403,26.8229577,Mahalapye,Mahalapye,+267 74195188,OPERATIONAL
Werda Clinic ,409516-2,Clinic with Maternity,GOVERNMENT,-25.26965,23.276324,Kgalagadi south,Kgalagadi South,+267 6543029,OPERATIONAL
West Hanahai Health Post,634692-8,Health Post,GOVERNMENT,-22.103855,21.774089,Ghanzi,Ghanzi,7373924348,OPERATIONAL
Woodhall Clinic,553731-1,Clinic,GOVERNMENT,-25.20459,25.68614,Lobatse,Greater Lobatse,+267 5330536,OPERATIONAL
XPERT IMAGING CLINIC,370683-5,Individual practitioner,PRIVATE,-24.643918,25.931242,Greater Gaborone,Greater Gaborone,26773209214,OPERATIONAL
Xakao Clinic,484939-4,Clinic with Maternity,GOVERNMENT,-18.312692,21.890945,Okavango,Okavango,73019684,OPERATIONAL
Xanagas Health Post,224970-4,Health Post,GOVERNMENT,-22.19345376,20.31699028,Charleshill,Ghanzi,6593818,OPERATIONAL
Xere Health  Post,189831-1,Health Post,GOVERNMENT,-21.139186,24.313783,Boteti,Boteti,+267 2910159,OPERATIONAL
Xhumo Clinic,933411-1,Clinic,GOVERNMENT,-21.169955,24.604759,Boteti,Boteti,+267 2910165,OPERATIONAL
Xpert Imaging Clinic,383703-6,Individual practitioner,PRIVATE,-24.978946,25.335817,Kanye,Southern,71593217/75963727/74886892,OPERATIONAL
YOUR CHEMIST,69298-8,Individual practitioner,PRIVATE,-24.66255,25.90511,South East,Greater Gaborone,3974111,OPERATIONAL
YOUR FAMILY DENTIST DENTAL CLINIC,326727-5,Individual practitioner,PRIVATE,-21.69509712,21.65278711,Ghanzi,Ghanzi,6597867,OPERATIONAL
YUNGI MEDICAL CENTRE,404229-7,Individual practitioner,PRIVATE,-20.4903807,27.0400738,Tutume,Tutume,+267 73559328,OPERATIONAL
Youth Friendly Services,141574-4,Clinic,GOVERNMENT,-21.173982,27.502612,Greater Francistown,Greater Francistown,2420406,OPERATIONAL
ZETA CLINIC,931933-6,Day care center,PRIVATE,-24.6153216,25.9096576,Greater Gaborone,--,+267 3188803,OPERATIONAL
ZOWA CLINICAL LABORATORIES,537111-7,Individual practitioner,PRIVATE,-24.6677504,25.88672,Boteti,--,+267 2974014,OPERATIONAL
Zutshwa Health Post,927959-7,Health Post,GOVERNMENT,-24.1423323,21.245815,Kgalagadi North,Kgalagadi North,+267 76875334,OPERATIONAL
Zwenshambe Health Post,336494-0,Health Post,GOVERNMENT,-20.506407,27.548037,North East,North East,+267 2489226,OPERATIONAL
master code pty ltd t/a radio diagnosis,418708-4,Individual practitioner,PRIVATE,-24.6317056,25.8965504,Greater Gaborone,--,+267 71778067,OPERATIONAL
mowana private clinic,369849-5,Private Hospital,PRIVATE,-24.56957,25.97495,Greater Gaborone,Greater Gaborone,75400967,OPERATIONAL
serowe optician,96304-1,Individual practitioner,PRIVATE,-22.3882,26.7041,Serowe,Serowe/Palapye,71 542 704,OPERATIONAL
